composition delta_e
Mg0.250000Cu0.250000Pd0.250000Tl0.250000 -0.19109905
As0.500000Y0.250000Sb0.250000 -0.32313324
Ru0.250000Pd0.250000Pr0.500000 -0.39072796
Be0.500000Ga0.250000Gd0.250000 0.024037169
Fe0.250000Ni0.500000Tl0.250000 0.26008933
As0.250000Pt0.250000Pa0.500000 -0.5662633
Ca0.500000Cd0.250000W0.250000 0.71891546
Be0.500000Ba0.250000Yb0.250000 0.56202197
B0.250000Tc0.250000Tl0.500000 1.5584056
Li0.500000Pb0.250000U0.250000 0.27931186
Li0.500000Mg0.250000Ca0.250000 -0.023004731
Cu0.500000Ge0.250000Ta0.250000 0.19351329
Sm0.250000Pt0.500000Hg0.250000 -0.62432783
Al0.615400Fe0.384600 -0.28179366
V0.500000Mn0.250000Pt0.250000 -0.10935519
Be0.250000Mo0.250000Pt0.500000 -0.094557445
Er0.750000Ta0.250000 0.25328563
Co0.250000Nb0.250000Ta0.250000Pb0.250000 0.49290166
O0.250000P0.250000Zn0.250000Sm0.250000 -2.0279149
Mo0.250000Pm0.500000Tl0.250000 0.23447933
Be0.500000Re0.250000Hg0.250000 0.53397234
V0.250000Re0.500000Pu0.250000 0.46400399
Sn0.250000Sb0.250000La0.500000 -0.80700198
Mg0.250000K0.250000Mo0.500000 1.9138574
V0.500000Sr0.250000Pa0.250000 0.89275166
V0.250000Ho0.250000Re0.500000 0.26132698
O0.666700K0.111100Cr0.111100U0.111100 -2.5909557
Zr0.500000Mo0.250000La0.250000 0.30594899
Si0.250000Te0.500000Pb0.250000 0.29402629
Tc0.250000Pm0.250000Sm0.500000 0.30629105
Si0.250000La0.500000Ta0.250000 0.29791051
Pr0.500000Hg0.250000Np0.250000 0.61744204
Ni0.250000Sb0.250000Pu0.500000 -0.15928554
P0.444400Se0.333300I0.222200 -0.23304925
Be0.250000Sr0.500000Bi0.250000 -0.099900371
Cu0.250000In0.250000Hf0.250000Re0.250000 0.12767261
Cu0.500000Ce0.250000Tl0.250000 -0.13835602
Mg0.250000Ca0.250000Os0.500000 0.83634827
Al0.250000Nd0.250000Hg0.500000 -0.26927437
Cs0.250000La0.250000Pr0.500000 0.58339098
Pd0.500000W0.250000Ir0.250000 0.31695127
Mg0.250000Ti0.500000Pt0.250000 -0.32883967
Na0.250000Sr0.250000Os0.500000 1.6681716
Ti0.500000V0.250000Mn0.250000 -0.066757072
Na0.250000Mg0.250000Hf0.500000 0.63029634
Ti0.250000Co0.250000Ta0.250000Bi0.250000 0.39098701
Ti0.500000Ce0.250000Lu0.250000 0.35929719
Ni0.500000Ba0.250000Tm0.250000 0.097385473
Fe0.500000Tc0.250000In0.250000 0.32291504
Li0.250000Co0.250000As0.500000 -0.18145873
K0.250000Mn0.500000Mo0.250000 1.3194751
Gd0.500000Tm0.250000U0.250000 0.61827901
Ge0.250000Ta0.250000Pu0.500000 0.20199982
Ge0.250000Yb0.500000Au0.250000 -0.81002547
In0.250000Re0.250000Th0.500000 0.10022744
V0.500000Tc0.250000Lu0.250000 0.20941664
Sn0.700000Ce0.300000 -0.67243765
N0.333300W0.666700 0.007441494
As0.250000Sb0.500000Hf0.250000 0.20543599
Sb0.250000Yb0.250000Pb0.500000 -0.18822907
Ti0.250000La0.500000Ir0.250000 -0.035498647
Na0.250000Ce0.250000Pa0.500000 0.93240335
Na0.250000In0.500000Sm0.250000 -0.32971237
Sc0.250000Mo0.250000Re0.500000 -0.053709419
Sb0.250000W0.500000Ir0.250000 0.52314935
Cr0.250000Ni0.250000Sn0.250000Ta0.250000 0.062907706
Na0.500000Mg0.250000Ga0.250000 0.058470143
F0.250000Ba0.750000 -0.87315354
Sb0.250000Gd0.250000Au0.500000 -0.62228571
Li0.250000Tb0.500000Hf0.250000 0.61472479
Ti0.250000Nd0.500000Pu0.250000 0.37524229
Cr0.250000Ga0.250000Ru0.250000W0.250000 -0.028212231
Sm0.250000Pt0.500000U0.250000 -0.71652537
Rb0.250000Ce0.500000Ho0.250000 0.55749496
C0.200000N0.300000P0.100000Cl0.400000 -0.39633818
Cr0.250000Tb0.500000Dy0.250000 0.68670322
Al0.250000Pm0.500000Eu0.250000 -0.086770974
Ga0.500000Ce0.250000Pr0.250000 -0.53244663
O0.571400Nb0.285700Au0.142900 -1.732326
Cr0.250000Rh0.250000Cd0.250000Tl0.250000 0.20809481
Na0.250000Cu0.500000Tc0.250000 0.67006702
Mg0.250000Hf0.250000Au0.500000 -0.57073894
Si0.500000K0.250000Rh0.250000 0.42053719
Cl0.500000Pu0.500000 -1.2569571
B0.250000Zr0.500000Lu0.250000 0.58008957
Mn0.125000Cu0.250000Se0.500000Sn0.125000 -0.34903994
B0.250000Ce0.500000Pb0.250000 0.26906971
V0.250000Fe0.250000Co0.250000As0.250000 -0.10043676
Hf0.500000Hg0.250000Pb0.250000 0.18480074
Mo0.500000Sb0.250000Cs0.250000 1.5078174
Pd0.250000Re0.500000Au0.250000 0.82459233
V0.250000Re0.500000Bi0.250000 0.71312106
Si0.250000Ho0.250000U0.500000 0.51802915
O0.555600Zn0.222200Re0.222200 -0.96846998
Li0.333300Os0.333300Tl0.333300 1.0357543
As0.500000Rb0.250000Mo0.250000 0.65818476
Si0.250000Hg0.500000Bi0.250000 0.50723504
Al0.500000Sb0.250000Pu0.250000 0.056609484
O0.600000V0.200000Cs0.200000 -2.4964601
Cu0.250000Cd0.250000Ta0.250000Pb0.250000 0.71937386
O0.333300Nd0.666700 -1.899227
Ti0.500000Co0.250000Er0.250000 0.21677396
Sn0.500000Gd0.250000Pu0.250000 0.12872441
Li0.250000Ag0.250000La0.500000 -0.061514537
Co0.250000Pd0.250000Sn0.250000W0.250000 0.25470325
B0.250000Ru0.500000Ta0.250000 -0.027567273
Si0.250000Cu0.250000Rh0.250000Os0.250000 0.076571189
Cu0.250000Pm0.500000Ho0.250000 0.18844161
Zn0.250000Os0.250000Np0.500000 0.2461949
Mn0.250000Sr0.250000Ho0.500000 0.71303949
Rh0.250000Er0.250000Th0.500000 -0.055226085
Al0.500000Eu0.500000 -0.31294243
Si0.750000Pd0.250000 0.1803295
Li0.250000Si0.500000Ge0.250000 0.31528584
B0.250000Ag0.500000Bi0.250000 0.98569609
Ca0.500000Sr0.250000W0.250000 1.0328164
Sc0.250000Ag0.500000Au0.250000 -0.28569795
Cu0.111100Ge0.666700Er0.222200 -0.39194497
Cu0.500000Zr0.250000Sb0.250000 0.0098233788
Li0.333300O0.500000Ge0.083300Pd0.083300 -1.8605467
Cu0.500000Zn0.250000Ir0.250000 -0.015072385
O0.600000Sm0.200000Dy0.200000 -3.2809352
C0.200000Rh0.600000Tm0.200000 -0.55116923
Ge0.250000Pb0.500000Pa0.250000 0.36666502
Be0.250000Er0.500000Re0.250000 0.17212531
Cr0.250000Sm0.250000Pt0.500000 -0.4738549
Co0.250000Ge0.250000Rh0.250000Au0.250000 0.041896184
O0.600000Ca0.050000Mn0.200000Cu0.150000 -1.6616659
Sc0.500000Zn0.250000Tb0.250000 0.24153889
Yb0.250000Pu0.750000 0.30592316
Ni0.500000Cu0.250000Ga0.250000 -0.26072686
Ca0.250000Ru0.250000Pu0.500000 0.25938078
Sc0.250000Ni0.500000In0.250000 -0.46486542
B0.500000Nb0.250000Ce0.250000 0.74824392
O0.600000Sr0.200000Tb0.100000Ir0.100000 -2.5634172
Ru0.250000Yb0.250000W0.500000 0.64875679
Sc0.250000Rb0.500000Os0.250000 1.8691987
Mn0.250000Co0.250000Sb0.250000Lu0.250000 0.064873864
Cr0.250000Ge0.250000Cd0.250000Lu0.250000 -0.028617693
Na0.250000Lu0.250000Ta0.500000 1.1495509
K0.250000Cu0.250000Th0.500000 0.78489322
K0.250000Mn0.500000Gd0.250000 0.90411389
N0.428600Ga0.142900Sr0.428600 -0.72423262
Cr0.250000Nb0.250000Pr0.500000 0.57978141
In0.250000Sn0.250000Te0.500000 -0.079194261
Zr0.250000Sm0.250000Ho0.500000 0.22005536
Co0.250000Ir0.500000Pu0.250000 0.33463628
Y0.500000Er0.250000Np0.250000 0.76986141
Tc0.500000W0.250000Os0.250000 0.32445071
Mg0.250000Sc0.250000Cu0.250000Bi0.250000 -0.10556733
Y0.250000Tl0.250000U0.500000 0.7483202
Mg0.250000Sn0.500000Tm0.250000 -0.33703849
Li0.347800O0.478300Sm0.173900 -2.5020792
Mg0.250000Cu0.250000Cd0.250000Tl0.250000 0.12174326
K0.250000Sc0.500000Ti0.250000 0.83250797
O0.600000Ga0.100000Y0.300000 -3.4203239
O0.444400Na0.333300Cu0.222200 -1.3012832
Cu0.333300Ba0.333300Bi0.333300 -0.55906835
V0.750000Yb0.250000 0.61929371
Co0.250000As0.250000Mo0.250000Au0.250000 0.61835781
Pm0.250000Tb0.500000Hg0.250000 0.31772202
Mg0.250000Al0.500000Rb0.250000 0.48481579
Al0.750000Tb0.200000Hf0.050000 -0.26869576
Al0.750000Cr0.250000 -0.14002938
Os0.250000Ac0.500000U0.250000 0.83096977
Si0.250000Br0.750000 -0.49856069
Ca0.250000Tm0.250000Pb0.500000 -0.40045128
Mg0.250000Ti0.500000Ge0.250000 -0.10434334
Mn0.500000Zn0.250000Hf0.250000 0.028141767
Li0.250000Ti0.500000Yb0.250000 0.69805385
O0.631600In0.315800Re0.052600 -1.8145383
Mn0.250000U0.500000Pu0.250000 0.11258098
Si0.400000Mn0.400000Nd0.200000 -0.56702489
Ga0.500000Rh0.250000Pt0.250000 -0.55822579
Cr0.500000Re0.250000Ir0.250000 0.062338354
Na0.500000Mg0.250000Pt0.250000 -0.057079365
O0.571400V0.285700Bi0.142900 -2.1053983
Co0.250000Tm0.500000Np0.250000 0.78611367
B0.500000Cu0.250000Tm0.250000 0.45991349
Be0.500000Y0.250000Th0.250000 0.1647629
Al0.250000Rb0.500000Sm0.250000 0.82945554
B0.250000Sc0.250000Fe0.250000Cd0.250000 0.45104219
Al0.250000Zr0.250000Pa0.500000 0.1776108
O0.571400Mg0.285700Ho0.142900 -2.8590782
Ag0.500000Gd0.250000Ta0.250000 0.32182713
Na0.250000Sb0.250000Er0.500000 -0.24683152
Zr0.500000Hg0.500000 -0.13225727
Fe0.250000Mo0.250000Pt0.250000Tl0.250000 0.44085975
Si0.500000In0.250000Os0.250000 0.51883883
Be0.250000Cr0.250000Tc0.250000Sn0.250000 0.22231664
Mg0.250000Al0.250000Cu0.250000Hg0.250000 0.013666274
Li0.500000Mo0.250000Bi0.250000 0.33296953
Be0.250000B0.250000Th0.500000 0.31655855
La0.250000Ce0.250000Os0.500000 0.34059135
Cr0.250000Ga0.250000W0.250000Re0.250000 0.10711711
Y0.250000Zr0.500000Pb0.250000 -0.012512746
Be0.250000Tm0.250000Ac0.500000 0.38185219
Ni0.250000Yb0.500000Pt0.250000 -0.67400316
Fe0.250000Co0.250000Y0.250000Pb0.250000 0.15477304
Pd0.250000Nd0.250000Tl0.500000 -0.32423793
K0.500000Ru0.250000Yb0.250000 1.0821787
Y0.250000Zr0.250000Te0.500000 -0.93963193
Sr0.500000Y0.250000W0.250000 1.1270623
Lu0.250000Tl0.500000Th0.250000 -0.15715543
B0.250000Pt0.250000Au0.500000 0.81107875
O0.600000Ni0.200000Mo0.200000 -1.1501674
As0.250000Hg0.250000Tl0.500000 0.14530854
B0.250000K0.250000Os0.500000 2.3171196
Eu0.250000Os0.250000Pb0.500000 0.13188809
Ni0.750000In0.166700Dy0.083300 -0.23439478
Rb0.250000Nb0.250000Pr0.500000 0.90499751
K0.250000Os0.250000Np0.500000 1.0801024
V0.500000Fe0.250000Rh0.250000 -0.065829475
Sm0.500000Tb0.250000Os0.250000 0.38675883
Mg0.500000Si0.250000Sc0.250000 -0.054487248
Si0.500000Pr0.250000Ho0.250000 -0.3655082
Ge0.444400Ho0.555600 -0.85531107
B0.250000Cd0.500000Ba0.250000 0.76139092
Cr0.250000Tc0.250000Ru0.250000Sn0.250000 0.26977997
Ge0.333300Rh0.333300Lu0.333300 -0.998796
Mg0.250000Al0.250000Ba0.500000 -0.043516716
Sc0.500000Sb0.250000Pm0.250000 -0.28777353
Cr0.250000Ge0.250000Ir0.250000Au0.250000 0.15979374
Cr0.250000Mo0.500000Hg0.250000 0.77422976
Ca0.500000Mo0.250000Ru0.250000 0.87761705
Sc0.250000Ir0.500000Tl0.250000 -0.29693979
Ba0.250000Os0.250000Th0.500000 0.51402884
O0.600000Ho0.200000Ta0.200000 -3.3544572
Zn0.250000Ho0.250000Pt0.500000 -0.86771761
Zr0.500000Sb0.250000Sm0.250000 -0.14432664
Na0.250000Ca0.500000Er0.250000 0.22973772
Zn0.500000Tc0.250000Pr0.250000 0.14694667
Tc0.250000Ce0.500000Sm0.250000 0.38136806
Li0.250000Be0.500000Pb0.250000 0.48183717
Mg0.250000As0.250000Rh0.500000 -0.43419988
K0.250000Ge0.250000Os0.500000 1.608325
Na0.250000Y0.250000Nd0.500000 0.24358223
Mo0.500000Cs0.250000Pr0.250000 1.9268457
Co0.250000Ge0.250000Ir0.250000Hg0.250000 0.35701839
Si0.250000Ga0.500000Nd0.250000 -0.057201205
Be0.500000Co0.250000Cs0.250000 1.8499703
Ca0.250000Rh0.500000Np0.250000 -0.041081927
Ti0.250000In0.250000Pm0.500000 -0.080426266
Ca0.250000Nb0.500000Rh0.250000 0.43643317
Be0.250000Mg0.500000In0.250000 0.26460043
Eu0.500000Tl0.250000Pb0.250000 -0.61380146
O0.600000Ti0.200000Nb0.200000 -2.6100174
As0.750000Dy0.250000 -0.51409247
Hf0.500000W0.500000 0.18041611
P0.750000Ca0.250000 -0.81873093
O0.571400Ti0.285700La0.142900 -3.0410217
Na0.250000W0.500000Au0.250000 1.3617304
In0.250000Pb0.250000Np0.500000 1.1088129
O0.666700Y0.222200Mo0.111100 -3.1903594
Ti0.250000Nb0.500000Ag0.250000 0.31631819
Sn0.500000Tm0.250000U0.250000 -0.1069572
Ni0.250000Cu0.250000Pd0.250000Tl0.250000 0.068040391
Pr0.500000Yb0.250000Tl0.250000 -0.18328378
Ti0.500000Co0.250000Mo0.250000 -0.285871
C0.333300N0.333300Na0.055600Cs0.111100Au0.166700 -0.1524683
Sn0.250000Tb0.250000Au0.500000 -0.55455607
O0.600000Mg0.200000Cd0.200000 -1.803241
Tl0.500000U0.250000Pu0.250000 0.39123274
Cu0.250000Mo0.250000Sb0.250000Ir0.250000 0.27745405
In0.250000Cs0.250000Ac0.500000 0.16150693
Co0.500000Cd0.250000Os0.250000 0.60955879
Ga0.250000Ba0.500000Pr0.250000 0.15562209
Nb0.500000Mo0.250000Tl0.250000 0.40190866
Mn0.250000Sr0.500000Sn0.250000 -0.055121608
Zn0.500000Re0.250000U0.250000 0.39192189
Ga0.250000Sr0.500000Ba0.250000 0.031686031
O0.500000Si0.125000Se0.125000Tb0.250000 -3.056749
Lu0.500000Re0.250000Os0.250000 0.11865135
Gd0.500000Er0.250000Re0.250000 0.33308766
Y0.250000Rh0.250000Tm0.500000 -0.10981462
Zr0.250000Gd0.500000Tb0.250000 0.38725701
Sb0.250000Ac0.750000 -0.44411361
Ti0.250000Tc0.500000Pr0.250000 0.1493826
O0.571400Yb0.285700Pa0.142900 -3.3224799
Li0.250000B0.250000Cr0.250000Ir0.250000 0.07898778
K0.250000Ce0.500000Gd0.250000 0.45783337
Li0.500000B0.250000Pt0.250000 -0.17152221
Mo0.500000La0.250000Ir0.250000 0.39266013
H0.200000O0.200000F0.400000P0.200000 -2.0923719
P0.333300Pd0.333300Sm0.333300 -1.3364375
Si0.500000Rh0.250000Pr0.250000 -0.92597431
Mn0.600000Sn0.400000 0.026812884
Si0.333300Br0.666700 -0.87246761
Pr0.250000Lu0.500000Au0.250000 -0.13801537
Be0.250000Mo0.500000Au0.250000 0.3997211
Cu0.250000Zr0.500000W0.250000 0.026391308
Li0.500000Fe0.250000Ac0.250000 0.50890556
Li0.250000Sr0.500000Bi0.250000 -0.48663343
Mg0.250000Co0.250000Zn0.250000Hg0.250000 0.12777245
Tm0.500000Yb0.250000Au0.250000 -0.20299189
As0.250000Re0.250000Pu0.500000 0.84227415
Tc0.500000Ce0.250000Ac0.250000 0.58123545
Er0.250000Hf0.500000Au0.250000 0.052396098
Be0.500000Fe0.250000Pu0.250000 0.64363248
Sr0.250000Ag0.250000Cs0.500000 0.31268792
Ag0.500000Tb0.250000Yb0.250000 -0.19627288
Mn0.250000Ag0.250000Tm0.500000 0.013526402
Sr0.500000Sb0.250000Lu0.250000 -0.10256523
B0.111100V0.555600Ge0.333300 -0.4491827
Cr0.500000W0.250000Np0.250000 0.53203778
Te0.500000Re0.250000U0.250000 0.44815081
Al0.250000Sn0.250000Yb0.500000 -0.45134415
Ge0.250000Ag0.250000U0.500000 0.26305459
Li0.250000As0.250000Pr0.500000 -0.52918583
Mg0.250000Al0.250000Co0.250000Os0.250000 -0.068816991
Mn0.500000Ru0.250000Yb0.250000 0.37994605
Be0.250000Nd0.250000Gd0.500000 0.39748711
Na0.500000Pr0.250000Hf0.250000 0.72282158
Li0.300000O0.400000Na0.200000Co0.100000 -1.7517893
Sb0.500000Hf0.250000Th0.250000 -0.50342467
Na0.250000Mg0.500000Ag0.250000 -0.062480001
Si0.250000Co0.250000Dy0.500000 -0.31755875
Cu0.250000In0.250000Hf0.500000 -0.03979631
Sc0.250000Co0.250000Ru0.250000Bi0.250000 -0.14757967
Al0.250000V0.250000Dy0.500000 -0.032377888
Mg0.793100Th0.206900 0.0025104857
K0.500000Ge0.250000Y0.250000 0.5932458
Mn0.500000Pm0.250000Hg0.250000 0.30513854
Ca0.250000Ge0.250000Eu0.500000 -0.23799791
Si0.250000Cu0.250000Y0.250000Lu0.250000 0.18943941
Cd0.250000Pr0.500000Tm0.250000 -0.059555764
Al0.500000Au0.250000Bi0.250000 0.18407611
Ge0.250000Rb0.500000Lu0.250000 0.70334118
Ni0.250000Sr0.250000Re0.500000 1.5689402
Ho0.250000Pa0.750000 0.15017116
Tb0.500000Re0.500000 0.89297184
Fe0.500000As0.250000Nd0.250000 0.10483032
Cu0.250000Ga0.250000Sm0.500000 -0.36328732
Tm0.250000Yb0.250000Pt0.500000 -1.2111289
Ca0.250000Nd0.250000Tl0.500000 -0.40065161
Si0.500000As0.250000Ba0.250000 0.39704162
F0.750000Cr0.125000Ba0.125000 -3.3721691
As0.750000Tl0.250000 0.24599108
Sc0.500000Pd0.250000Ag0.250000 -0.57304244
Zn0.250000Au0.250000Hg0.500000 0.17720662
Cr0.250000Lu0.500000W0.250000 0.54274988
Y0.250000Pr0.500000Pt0.250000 -0.16670911
Na0.500000Ni0.250000Pm0.250000 0.53206502
Cs0.250000Eu0.500000Dy0.250000 0.43563485
Nd0.250000Tb0.250000Re0.500000 0.85343206
Li0.500000B0.250000Mo0.250000 0.46305135
Te0.250000Sm0.500000Dy0.250000 -0.23889007
Mo0.500000Sn0.250000Lu0.250000 0.080665244
Ge0.500000Cd0.250000Nd0.250000 -0.20737623
Ni0.250000Ru0.250000Pm0.500000 -0.21763122
Ca0.500000Ge0.250000Nb0.250000 0.34649096
Rb0.500000Cd0.250000Np0.250000 1.0931521
Li0.347800O0.478300Mn0.087000Sn0.087000 -2.0259701
Mg0.500000Mo0.250000Tc0.250000 0.69930733
O0.555600Sn0.222200La0.222200 -2.3190547
Si0.250000Ba0.500000Tm0.250000 0.25428148
Ce0.250000Yb0.250000Ir0.500000 -0.39194995
Pd0.250000Ba0.250000Au0.500000 -0.21199384
Co0.250000Tb0.500000Tm0.250000 0.60887217
O0.631600In0.315800W0.052600 -1.9709997
B0.500000Sc0.250000Ga0.250000 0.54372311
Ti0.250000Fe0.250000Rh0.250000Pb0.250000 -0.13747129
Li0.250000Fe0.250000Pt0.250000Pb0.250000 -0.070081713
Mo0.250000La0.500000Pu0.250000 1.0271404
Yb0.250000Bi0.250000Np0.500000 0.44938515
As0.250000Pt0.500000Hg0.250000 0.15253458
S0.444400Cs0.222200Pt0.333300 -0.87975684
Na0.250000Rb0.250000Ir0.500000 1.6339543
In0.250000Dy0.250000Pa0.500000 0.35696805
Be0.250000Gd0.500000Ir0.250000 -0.34001496
Al0.500000As0.250000Gd0.250000 0.028374874
Al0.250000Y0.250000Ce0.500000 -0.040284945
Cr0.250000Ta0.250000Hg0.500000 0.66787777
Cr0.250000Yb0.500000Ta0.250000 1.008346
Mn0.250000In0.500000Ce0.250000 0.30115746
Mg0.250000Ti0.500000Th0.250000 0.25786893
F0.500000Bi0.500000 -1.5652798
B0.222200O0.555600Mo0.222200 -0.77398626
O0.600000In0.200000Pm0.200000 -2.7411165
Sc0.500000Mo0.250000Pm0.250000 0.29555246
Zn0.250000In0.250000Gd0.500000 -0.41301195
Cr0.500000Rb0.250000Sb0.250000 0.82175535
Cr0.250000Tc0.250000In0.250000Ir0.250000 0.34063566
Ni0.500000Ga0.250000Hf0.250000 -0.56785365
Ru0.250000Er0.250000Hg0.500000 0.064339899
Sr0.250000Pt0.500000Hg0.250000 -0.23187427
Tb0.500000Au0.250000Hg0.250000 -0.29599061
V0.500000Sn0.250000Hg0.250000 0.38132547
Pb0.500000Pa0.250000Np0.250000 0.6630818
K0.250000Pr0.250000Bi0.500000 -0.41172857
Mg0.500000Al0.250000Zr0.250000 -0.01238216
Tm0.250000Ir0.750000 -0.49606456
Li0.250000Fe0.500000Ir0.250000 0.067219455
Zr0.500000Pr0.250000Re0.250000 0.24734919
Ti0.111100Sb0.555600U0.333300 -0.39961225
Be0.200000O0.600000K0.200000 -1.6518943
Ru0.500000Cs0.250000Dy0.250000 1.1254993
Si0.250000Sm0.500000Er0.250000 -0.043419908
O0.555600V0.222200Hg0.222200 -1.4150327
Ca0.250000As0.250000Re0.500000 1.0356389
Ti0.500000Zn0.250000U0.250000 0.20820633
B0.250000Ti0.250000Zr0.500000 0.3143863
Mn0.500000Eu0.250000Tm0.250000 0.33397674
As0.250000Pd0.500000Lu0.250000 -0.78290241
Zr0.250000Tm0.250000Np0.500000 0.64747639
Si0.250000Zr0.500000Lu0.250000 -0.07849568
Be0.500000Re0.250000U0.250000 0.2496548
Al0.250000Cr0.250000W0.250000Ir0.250000 -0.24282093
Al0.250000Ni0.500000Ge0.250000 -0.38632718
H0.266700Li0.066700O0.466700Na0.066700Si0.133300 -2.1724179
Pr0.500000Pm0.250000Th0.250000 0.19575431
Na0.250000Sr0.250000Eu0.500000 0.07588738
V0.250000Cu0.500000Pr0.250000 0.25479181
Mg0.250000Al0.250000Pr0.500000 -0.24889915
La0.500000Tb0.250000Np0.250000 0.62843952
Zr0.250000Nd0.500000Ac0.250000 0.30551114
H0.181800Li0.090900O0.090900F0.545500As0.090900 -2.2610083
Si0.400000Co0.400000U0.200000 -0.57724559
Ho0.250000Yb0.500000Np0.250000 0.56392852
Te0.250000Ir0.250000Pu0.500000 -0.46410181
Cr0.250000Tl0.500000Bi0.250000 0.5056537
K0.500000Ni0.250000Re0.250000 1.976512
Sr0.250000Ba0.250000Gd0.500000 0.32016949
Fe0.250000Te0.250000Pa0.500000 0.11479615
Ge0.500000Cd0.250000U0.250000 0.13580455
Ta0.250000Os0.500000Pt0.250000 0.12437386
Be0.250000Eu0.250000Hf0.500000 0.63554751
Cl0.400000I0.400000Ta0.200000 -1.1239346
Sr0.250000Ag0.500000Dy0.250000 -0.2132813
Be0.250000Ru0.500000Tb0.250000 0.25594379
O0.571400Cd0.142900In0.285700 -1.7249798
Ca0.250000V0.500000Ac0.250000 0.78926194
Li0.250000Ta0.500000Hg0.250000 0.57324565
Y0.250000Sb0.250000Nd0.500000 -0.29512755
Si0.250000Cs0.500000Er0.250000 0.9404409
Zn0.250000As0.500000Gd0.250000 -0.37285264
Ga0.250000Rb0.500000Tm0.250000 0.73318969
Cu0.250000Ru0.500000Ta0.250000 -0.10679619
O0.555600Sc0.222200Zn0.222200 -2.2169212
Zn0.250000Sm0.250000Pu0.500000 1.3442946
Be0.250000Mn0.250000Au0.500000 -0.018226151
Cr0.500000Cd0.250000Os0.250000 0.58288185
Cu0.250000Sr0.250000Ba0.500000 0.33638631
Al0.333300Zn0.333300Dy0.333300 -0.44772341
Zr0.250000Hf0.500000Tl0.250000 0.17364019
B0.500000Sm0.500000 0.36050622
Cr0.250000Y0.250000Pd0.250000In0.250000 -0.32255866
Sc0.500000Mo0.250000Cs0.250000 1.1162685
Mn0.125000Co0.125000Cu0.500000Ga0.250000 0.014457678
Rh0.500000Tm0.250000Pb0.250000 -0.58729501
Sc0.500000Rb0.250000Np0.250000 1.139861
Fe0.250000Ce0.500000Re0.250000 0.62201625
Fe0.250000Tc0.250000Re0.250000Bi0.250000 0.73060803
Ru0.250000Ho0.250000Hg0.500000 0.068488773
Ge0.250000Zr0.250000Tl0.500000 0.39157642
O0.222200Zn0.333300As0.222200Ba0.222200 -1.3624849
Li0.250000B0.250000Co0.250000Hg0.250000 0.56501755
Ni0.250000Bi0.250000U0.500000 0.7355959
Al0.615400Cu0.307700Sm0.076900 -0.31102382
Fe0.500000Tb0.250000W0.250000 0.50066373
Sr0.500000Te0.250000Er0.250000 -0.12594209
Zn0.250000Ga0.500000Lu0.250000 -0.22728657
B0.250000Nb0.500000Lu0.250000 0.52924514
Si0.250000Co0.250000Ni0.250000Rh0.250000 -0.34912218
Na0.500000Ni0.250000Sr0.250000 0.35765581
Li0.250000Ca0.250000Ti0.500000 0.75071505
Fe0.250000Er0.500000Th0.250000 0.54958683
Nb0.250000Gd0.500000Er0.250000 0.34823922
Nb0.250000Pr0.250000Bi0.500000 -0.093256004
Pd0.500000Ce0.250000Os0.250000 0.19331243
Sc0.250000Rb0.500000Ir0.250000 1.3208301
Ca0.250000Mo0.250000Sb0.500000 -0.044370315
Si0.666700Sc0.333300 -0.37450751
Li0.333300O0.500000Tc0.083300In0.083300 -1.9583133
K0.250000Sc0.500000Zr0.250000 0.76800477
Cr0.500000Ir0.250000Tl0.250000 0.53844187
O0.619000Ti0.190500Fe0.095200Ba0.095200 -2.9298369
H0.250000Si0.250000Hf0.500000 -0.71861741
Tc0.250000Pr0.250000W0.500000 0.71197009
Co0.250000Ni0.500000Au0.250000 0.21881806
Be0.250000Sc0.250000Dy0.500000 0.25669743
In0.250000Pr0.500000Yb0.250000 -0.26541555
Sn0.250000La0.250000Sm0.500000 -0.28751593
Ti0.250000Eu0.500000Pa0.250000 0.82310602
Li0.222200O0.555600Cs0.222200 -0.6167444
Tb0.500000Dy0.250000Ho0.250000 0.47156056
Be0.500000Pd0.250000Sn0.250000 0.098980885
K0.500000V0.250000Au0.250000 0.77181349
Ru0.500000La0.250000Pb0.250000 0.0392776
Mn0.250000La0.500000Pm0.250000 0.60263079
Ni0.400000Ge0.400000Yb0.200000 -0.62463522
B0.500000Pu0.500000 0.28178319
Cu0.250000Sb0.250000Os0.250000Au0.250000 0.44857828
Fe0.500000Tb0.250000Hg0.250000 0.47149842
Cr0.500000Cu0.250000Nd0.250000 0.66279957
Mn0.500000Rh0.250000Os0.250000 -0.0041638069
Ag0.500000Gd0.250000Tm0.250000 -0.31883729
Ca0.500000Ho0.250000Ac0.250000 0.12663664
Be0.250000Rh0.250000Te0.500000 0.41082454
Mg0.250000Cu0.250000Nb0.250000Tl0.250000 0.49114231
Ni0.250000Tc0.500000Eu0.250000 0.60403005
B0.250000Nd0.250000Dy0.500000 0.76159486
Ti0.250000Co0.250000As0.250000Tc0.250000 -0.32000497
Co0.166700Ge0.333300Pr0.500000 -0.6417218
Mn0.250000Pr0.250000Yb0.500000 0.34388457
Ge0.333300Cd0.333300Pt0.333300 -0.23768527
Mg0.250000Si0.250000Mo0.500000 0.009565635
Zr0.250000Cs0.250000Au0.500000 0.4841069
Li0.250000V0.250000Ge0.500000 -0.038496745
Sc0.500000Hg0.250000U0.250000 0.30082276
Cr0.250000Mn0.500000Te0.250000 0.30375078
